transaction_id,card_number,merchant_name,amount_usd,amount_cad,currency,conversion_rate,transaction_date,mcc_code,mcc_description,transaction_code,employee_id,employee_name,department,manager_id,job_level,approval_status,expense_report_id,ai_risk_score,ai_category,policy_flag,flag_reason,severity,receipt_url,trip_id,is_pre_authorized
TXN-002646,****-****-****-4001,BOSTON PIZZA 12,16.28,22.45,USD,1.379,2025-12-14 16:03:00,5814,Fast Food Restaurants,TXC-001,EMP001,Olivia Reyes,Executive,,6,APPROVED,,,,,,,https://receipts.brim.example/002646.pdf,TRIP-0173,True
TXN-002516,****-****-****-4006,MCDONALDS DT QPS,20.6,28.41,USD,1.379,2025-12-14 17:56:00,5812,Eating Places & Restaurants,TXC-006,EMP006,Bob Kumar,Finance,EMP004,2,APPROVED,,,,,,,https://receipts.brim.example/002516.pdf,,True
TXN-000086,****-****-****-4005,ALPHA CONSULTING GROUP,1025.7,1414.44,USD,1.379,2025-12-14 18:00:00,4814,Telecom Services,TXC-005,EMP005,Dana Park,Finance,EMP002,3,APPROVED,,,,,,,https://receipts.brim.example/000086.pdf,,True
TXN-003383,****-****-****-4008,PILOT TRAVEL 209,24.42,33.68,USD,1.379,2025-12-14 19:08:00,5541,Service Stations,TXC-008,EMP008,Eric Tran,Operations,EMP003,4,APPROVED,,,,,,,https://receipts.brim.example/003383.pdf,,True
TXN-000322,****-****-****-4001,DAYS INN 209,147.19,202.98,USD,1.379,2025-12-14 19:19:00,7011,"Hotels, Motels & Resorts",TXC-001,EMP001,Olivia Reyes,Executive,,6,APPROVED,,,,,,,https://receipts.brim.example/000322.pdf,TRIP-0019,True
TXN-001884,****-****-****-4002,FLYING J #771,34.86,48.07,USD,1.379,2025-12-14 19:58:00,5172,Petroleum & Petroleum Products,TXC-002,EMP002,Priya Nair,Finance,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/001884.pdf,,True
TXN-003674,****-****-****-4004,FLYING J #771,83.23,114.77,USD,1.379,2025-12-14 20:22:00,5172,Petroleum & Petroleum Products,TXC-004,EMP004,Alice Chen,Finance,EMP002,4,APPROVED,,,,,,,https://receipts.brim.example/003674.pdf,,True
TXN-000324,****-****-****-4001,MCDONALDS DT QPS,19.26,26.56,USD,1.379,2025-12-14 21:05:00,5812,Eating Places & Restaurants,TXC-001,EMP001,Olivia Reyes,Executive,,6,APPROVED,,,,,,,https://receipts.brim.example/000324.pdf,TRIP-0019,True
TXN-003160,****-****-****-4009,SHELL DT #4421,78.79,108.65,USD,1.379,2025-12-14 21:14:00,5172,Petroleum & Petroleum Products,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,APPROVED,,,,,,,https://receipts.brim.example/003160.pdf,,True
TXN-001178,****-****-****-4002,SHELL DT #4421,68.06,93.85,USD,1.379,2025-12-15 08:43:00,5172,Petroleum & Petroleum Products,TXC-002,EMP002,Priya Nair,Finance,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/001178.pdf,,True
TXN-001645,****-****-****-4002,HOLIDAY INN EXPRESS,68.37,94.28,USD,1.379,2025-12-15 09:07:00,7011,"Hotels, Motels & Resorts",TXC-002,EMP002,Priya Nair,Finance,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/001645.pdf,TRIP-0111,True
TXN-003951,****-****-****-4008,GOOGLE WORKSPACE,35.89,49.49,USD,1.379,2025-12-15 10:10:00,5734,Computer Software Stores,TXC-008,EMP008,Eric Tran,Operations,EMP003,4,APPROVED,,,,,,,https://receipts.brim.example/003951.pdf,,True
TXN-003978,****-****-****-4009,ULTRAMAR 55,81.04,111.75,USD,1.379,2025-12-15 11:34:00,5172,Petroleum & Petroleum Products,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,APPROVED,,,,,,,https://receipts.brim.example/003978.pdf,,True
TXN-002514,****-****-****-4008,PILOT TRAVEL 209,79.9,110.18,USD,1.379,2025-12-15 12:08:00,5541,Service Stations,TXC-008,EMP008,Eric Tran,Operations,EMP003,4,PENDING,,,,,,,https://receipts.brim.example/002514.pdf,,False
TXN-002645,****-****-****-4001,HOLIDAY INN EXPRESS,101.63,140.15,USD,1.379,2025-12-15 12:14:00,7011,"Hotels, Motels & Resorts",TXC-001,EMP001,Olivia Reyes,Executive,,6,PENDING,,,,,,,https://receipts.brim.example/002645.pdf,TRIP-0173,False
TXN-001835,****-****-****-4002,A&W STORE 551,62.97,86.84,USD,1.379,2025-12-15 15:24:00,5814,Fast Food Restaurants,TXC-002,EMP002,Priya Nair,Finance,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/001835.pdf,,True
TXN-002313,****-****-****-4002,SHELL DT #4421,75.63,104.29,USD,1.379,2025-12-15 19:12:00,5172,Petroleum & Petroleum Products,TXC-002,EMP002,Priya Nair,Finance,EMP001,5,PENDING,,,,,,,https://receipts.brim.example/002313.pdf,,False
TXN-001841,****-****-****-4003,COMFORT INN 442,157.88,217.72,USD,1.379,2025-12-15 19:37:00,7011,"Hotels, Motels & Resorts",TXC-003,EMP003,Marcus Webb,Operations,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/001841.pdf,,True
TXN-002556,****-****-****-4004,PETRO-CANADA 8821,213.39,294.26,USD,1.379,2025-12-15 20:44:00,5541,Service Stations,TXC-004,EMP004,Alice Chen,Finance,EMP002,4,APPROVED,,,,,,,https://receipts.brim.example/002556.pdf,,True
TXN-000801,****-****-****-4007,ULTRAMAR 55,37.94,52.32,USD,1.379,2025-12-15 20:48:00,5172,Petroleum & Petroleum Products,TXC-007,EMP007,Carol White,Finance,EMP004,2,APPROVED,,,,,,,https://receipts.brim.example/000801.pdf,,True
TXN-000659,****-****-****-4004,GRAND & TOY 5,35.23,48.58,USD,1.379,2025-12-15 21:22:00,5111,Stationery & Office Supplies,TXC-004,EMP004,Alice Chen,Finance,EMP002,4,APPROVED,,,,,,,https://receipts.brim.example/000659.pdf,,True
TXN-000880,****-****-****-4003,ULTRAMAR 55,168.45,232.29,USD,1.379,2025-12-15 21:24:00,5541,Service Stations,TXC-003,EMP003,Marcus Webb,Operations,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/000880.pdf,,True
TXN-001885,****-****-****-4003,MICROSOFT 365,85.4,117.77,USD,1.379,2025-12-16 07:13:00,5734,Computer Software Stores,TXC-003,EMP003,Marcus Webb,Operations,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/001885.pdf,,True
TXN-003943,****-****-****-4004,PETRO-CANADA 8821,55.02,75.87,USD,1.379,2025-12-16 08:54:00,5172,Petroleum & Petroleum Products,TXC-004,EMP004,Alice Chen,Finance,EMP002,4,APPROVED,,,,,,,,TRIP-0266,True
TXN-004135,****-****-****-4002,WENDYS 7781,29.13,40.17,USD,1.379,2025-12-16 09:59:00,5812,Eating Places & Restaurants,TXC-002,EMP002,Priya Nair,Finance,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/004135.pdf,,True
TXN-003859,****-****-****-4007,ULTRAMAR 55,45.54,62.8,USD,1.379,2025-12-16 10:37:00,5172,Petroleum & Petroleum Products,TXC-007,EMP007,Carol White,Finance,EMP004,2,APPROVED,,,,,,,https://receipts.brim.example/003859.pdf,,True
TXN-000937,****-****-****-4006,ULTRAMAR 55,70.96,97.85,USD,1.379,2025-12-16 12:01:00,5541,Service Stations,TXC-006,EMP006,Bob Kumar,Finance,EMP004,2,APPROVED,,,,,,,,,True
TXN-002136,****-****-****-4005,MCDONALDS DT QPS,37.93,52.31,USD,1.379,2025-12-16 13:41:00,5814,Fast Food Restaurants,TXC-005,EMP005,Dana Park,Finance,EMP002,3,APPROVED,,,,,,,https://receipts.brim.example/002136.pdf,TRIP-0142,True
TXN-000539,****-****-****-4003,ULTRAMAR 55,69.14,95.34,USD,1.379,2025-12-16 14:13:00,5172,Petroleum & Petroleum Products,TXC-003,EMP003,Marcus Webb,Operations,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/000539.pdf,,True
TXN-001302,****-****-****-4001,HOME DEPOT 88,45.46,62.69,USD,1.379,2025-12-16 14:49:00,5045,Computers & Peripherals,TXC-001,EMP001,Olivia Reyes,Executive,,6,APPROVED,,,,,,,https://receipts.brim.example/001302.pdf,,True
TXN-002897,****-****-****-4006,SUPER 8 MOTEL,90.9,125.35,USD,1.379,2025-12-16 14:55:00,7011,"Hotels, Motels & Resorts",TXC-006,EMP006,Bob Kumar,Finance,EMP004,2,APPROVED,,,,,,,,,True
TXN-003176,****-****-****-4003,PETRO-CANADA 8821,76.89,106.03,USD,1.379,2025-12-16 16:17:00,5172,Petroleum & Petroleum Products,TXC-003,EMP003,Marcus Webb,Operations,EMP001,5,APPROVED,,,,,,,,,True
TXN-002807,****-****-****-4007,ULTRAMAR 55,151.44,208.84,USD,1.379,2025-12-16 17:23:00,5541,Service Stations,TXC-007,EMP007,Carol White,Finance,EMP004,2,APPROVED,,,,,,,https://receipts.brim.example/002807.pdf,,True
TXN-001942,****-****-****-4008,PRECISE PARKLINK,19.95,27.51,USD,1.379,2025-12-16 17:32:00,7523,Parking Lots & Garages,TXC-008,EMP008,Eric Tran,Operations,EMP003,4,APPROVED,,,,,,,https://receipts.brim.example/001942.pdf,,True
TXN-003053,****-****-****-4003,BEST WESTERN 71,147.88,203.93,USD,1.379,2025-12-16 20:17:00,7011,"Hotels, Motels & Resorts",TXC-003,EMP003,Marcus Webb,Operations,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/003053.pdf,,True
TXN-002719,****-****-****-4008,GREEN P PARKING,27.97,38.57,USD,1.379,2025-12-16 20:49:00,7523,Parking Lots & Garages,TXC-008,EMP008,Eric Tran,Operations,EMP003,4,APPROVED,,,,,,,https://receipts.brim.example/002719.pdf,,True
TXN-000041,****-****-****-4006,SHELL DT #4421,125.5,173.06,USD,1.379,2025-12-16 21:00:00,5812,Eating Places & Restaurants,TXC-006,EMP006,Bob Kumar,Finance,EMP004,2,APPROVED,,,,,,,https://receipts.brim.example/000041.pdf,,True
TXN-000494,****-****-****-4004,ESSO RETAIL 113,86.85,119.77,USD,1.379,2025-12-17 07:33:00,5172,Petroleum & Petroleum Products,TXC-004,EMP004,Alice Chen,Finance,EMP002,4,APPROVED,,,,,,,https://receipts.brim.example/000494.pdf,,True
TXN-002305,****-****-****-4008,SHELL DT #4421,167.93,231.58,USD,1.379,2025-12-17 08:33:00,5541,Service Stations,TXC-008,EMP008,Eric Tran,Operations,EMP003,4,APPROVED,,,,,,,https://receipts.brim.example/002305.pdf,,True
TXN-000103,****-****-****-4002,CANADIAN TIRE 445,145.16,200.18,USD,1.379,2025-12-17 09:15:00,7538,Automotive Service Shops,TXC-002,EMP002,Priya Nair,Finance,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/000103.pdf,,True
TXN-002285,****-****-****-4002,BEST BUY 112,219.85,303.17,USD,1.379,2025-12-17 12:59:00,5300,Wholesale Clubs,TXC-002,EMP002,Priya Nair,Finance,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/002285.pdf,,True
TXN-003344,****-****-****-4002,PETRO-CANADA 8821,140.94,194.36,USD,1.379,2025-12-17 13:30:00,5172,Petroleum & Petroleum Products,TXC-002,EMP002,Priya Nair,Finance,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/003344.pdf,,True
TXN-003516,****-****-****-4002,BEST BUY 112,78.6,108.39,USD,1.379,2025-12-17 13:48:00,5045,Computers & Peripherals,TXC-002,EMP002,Priya Nair,Finance,EMP001,5,PENDING,,,,,,,https://receipts.brim.example/003516.pdf,,False
TXN-002820,****-****-****-4004,BEST BUY 112,52.9,72.95,USD,1.379,2025-12-17 15:24:00,5300,Wholesale Clubs,TXC-004,EMP004,Alice Chen,Finance,EMP002,4,APPROVED,,,,,,,https://receipts.brim.example/002820.pdf,,True
TXN-003481,****-****-****-4007,SHELL DT #4421,192.95,266.08,USD,1.379,2025-12-17 15:34:00,5541,Service Stations,TXC-007,EMP007,Carol White,Finance,EMP004,2,APPROVED,,,,,,,https://receipts.brim.example/003481.pdf,,True
TXN-001931,****-****-****-4004,COSTCO WHSE 44,228.65,315.31,USD,1.379,2025-12-17 16:19:00,5300,Wholesale Clubs,TXC-004,EMP004,Alice Chen,Finance,EMP002,4,PENDING,,,,,,,https://receipts.brim.example/001931.pdf,,False
TXN-002135,****-****-****-4005,COMFORT INN 442,98.4,135.69,USD,1.379,2025-12-17 16:23:00,7011,"Hotels, Motels & Resorts",TXC-005,EMP005,Dana Park,Finance,EMP002,3,APPROVED,,,,,,,https://receipts.brim.example/002135.pdf,TRIP-0142,True
TXN-001623,****-****-****-4008,IMPARK LOT 88,23.14,31.91,USD,1.379,2025-12-17 16:26:00,4131,Bus Lines / Tolls,TXC-008,EMP008,Eric Tran,Operations,EMP003,4,APPROVED,,,,,,,https://receipts.brim.example/001623.pdf,,True
TXN-001696,****-****-****-4003,SHELL DT #4421,88.13,121.53,USD,1.379,2025-12-17 18:48:00,5541,Service Stations,TXC-003,EMP003,Marcus Webb,Operations,EMP001,5,PENDING,,,,,,,https://receipts.brim.example/001696.pdf,,False
TXN-002639,****-****-****-4004,ESSO RETAIL 113,19.09,26.33,USD,1.379,2025-12-17 19:28:00,5541,Service Stations,TXC-004,EMP004,Alice Chen,Finance,EMP002,4,APPROVED,,,,,,,https://receipts.brim.example/002639.pdf,TRIP-0172,True
TXN-003935,****-****-****-4009,ULTRAMAR 55,105.01,144.81,USD,1.379,2025-12-17 20:59:00,5541,Service Stations,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,APPROVED,,,,,,,,,True
TXN-003398,****-****-****-4003,A&W STORE 551,40.98,56.51,USD,1.379,2025-12-17 21:18:00,5812,Eating Places & Restaurants,TXC-003,EMP003,Marcus Webb,Operations,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/003398.pdf,,True
TXN-001134,****-****-****-4009,COSTCO WHSE 44,257.61,355.24,USD,1.379,2025-12-18 08:42:00,5045,Computers & Peripherals,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,APPROVED,,,,,,,https://receipts.brim.example/001134.pdf,,True
TXN-000945,****-****-****-4009,407 ETR TOLL,10.79,14.88,USD,1.379,2025-12-18 10:25:00,4131,Bus Lines / Tolls,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,APPROVED,,,,,,,https://receipts.brim.example/000945.pdf,,True
TXN-003639,****-****-****-4005,WENDYS 7781,79.77,110.0,USD,1.379,2025-12-18 10:58:00,5814,Fast Food Restaurants,TXC-005,EMP005,Dana Park,Finance,EMP002,3,APPROVED,,,,,,,,,True
TXN-003941,****-****-****-4004,DAYS INN 209,320.77,442.34,USD,1.379,2025-12-18 11:13:00,7011,"Hotels, Motels & Resorts",TXC-004,EMP004,Alice Chen,Finance,EMP002,4,APPROVED,,,,,,,https://receipts.brim.example/003941.pdf,TRIP-0266,True
TXN-002860,****-****-****-4002,STAPLES #112,36.28,50.03,USD,1.379,2025-12-18 12:17:00,5111,Stationery & Office Supplies,TXC-002,EMP002,Priya Nair,Finance,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/002860.pdf,,True
TXN-000280,****-****-****-4004,TIM HORTONS #882,21.96,30.28,USD,1.379,2025-12-18 13:02:00,5814,Fast Food Restaurants,TXC-004,EMP004,Alice Chen,Finance,EMP002,4,APPROVED,,,,,,,https://receipts.brim.example/000280.pdf,,True
TXN-002371,****-****-****-4003,QUICK FUEL STOP,37.38,51.55,USD,1.379,2025-12-18 13:20:00,5541,Service Stations,TXC-003,EMP003,Marcus Webb,Operations,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/002371.pdf,,True
TXN-002791,****-****-****-4001,ULTRAMAR 55,75.17,103.66,USD,1.379,2025-12-18 13:40:00,5541,Service Stations,TXC-001,EMP001,Olivia Reyes,Executive,,6,PENDING,,,,,,,https://receipts.brim.example/002791.pdf,,False
TXN-004232,****-****-****-4009,ROADSIDE GRILL CO,19.88,27.41,USD,1.379,2025-12-18 13:46:00,5812,Eating Places & Restaurants,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,APPROVED,,,,,,,https://receipts.brim.example/004232.pdf,,True
TXN-002112,****-****-****-4005,ROADSIDE GRILL CO,25.69,35.43,USD,1.379,2025-12-18 14:10:00,5814,Fast Food Restaurants,TXC-005,EMP005,Dana Park,Finance,EMP002,3,APPROVED,,,,,,,https://receipts.brim.example/002112.pdf,,True
TXN-002225,****-****-****-4009,MIDAS AUTO 21,180.2,248.5,USD,1.379,2025-12-18 15:06:00,7531,Auto Body Repair Shops,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,PENDING,,,,,,,https://receipts.brim.example/002225.pdf,,False
TXN-002804,****-****-****-4002,CANADIAN TIRE 445,189.64,261.51,USD,1.379,2025-12-18 15:58:00,7538,Automotive Service Shops,TXC-002,EMP002,Priya Nair,Finance,EMP001,5,PENDING,,,,,,,https://receipts.brim.example/002804.pdf,,False
TXN-001816,****-****-****-4008,PETRO-CANADA 8821,44.88,61.89,USD,1.379,2025-12-18 16:47:00,5172,Petroleum & Petroleum Products,TXC-008,EMP008,Eric Tran,Operations,EMP003,4,APPROVED,,,,,,,https://receipts.brim.example/001816.pdf,,True
TXN-001939,****-****-****-4002,GREEN P PARKING,21.77,30.02,USD,1.379,2025-12-18 17:45:00,7523,Parking Lots & Garages,TXC-002,EMP002,Priya Nair,Finance,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/001939.pdf,,True
TXN-000944,****-****-****-4003,ULTRAMAR 55,42.01,57.93,USD,1.379,2025-12-18 17:59:00,5541,Service Stations,TXC-003,EMP003,Marcus Webb,Operations,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/000944.pdf,,True
TXN-001694,****-****-****-4009,FOUNTAIN TIRE,226.95,312.96,USD,1.379,2025-12-18 18:11:00,7531,Auto Body Repair Shops,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,PENDING,,,,,,,https://receipts.brim.example/001694.pdf,,False
TXN-001768,****-****-****-4005,PETRO-CANADA 8821,86.3,119.01,USD,1.379,2025-12-18 18:39:00,5541,Service Stations,TXC-005,EMP005,Dana Park,Finance,EMP002,3,APPROVED,,,,,,,https://receipts.brim.example/001768.pdf,,True
TXN-001290,****-****-****-4009,WENDYS 7781,20.16,27.8,USD,1.379,2025-12-18 19:11:00,5812,Eating Places & Restaurants,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,APPROVED,,,,,,,https://receipts.brim.example/001290.pdf,,True
TXN-000138,****-****-****-4005,QUICK FUEL STOP,45.81,63.17,USD,1.379,2025-12-18 20:39:00,5541,Service Stations,TXC-005,EMP005,Dana Park,Finance,EMP002,3,APPROVED,,,,,,,https://receipts.brim.example/000138.pdf,,True
TXN-003511,****-****-****-4006,PILOT TRAVEL 209,31.07,42.85,USD,1.379,2025-12-18 21:13:00,5172,Petroleum & Petroleum Products,TXC-006,EMP006,Bob Kumar,Finance,EMP004,2,APPROVED,,,,,,,https://receipts.brim.example/003511.pdf,,True
TXN-002560,****-****-****-4008,WENDYS 7781,23.38,32.24,USD,1.379,2025-12-18 21:28:00,5814,Fast Food Restaurants,TXC-008,EMP008,Eric Tran,Operations,EMP003,4,APPROVED,,,,,,,https://receipts.brim.example/002560.pdf,,True
TXN-002732,****-****-****-4008,HOLIDAY INN EXPRESS,173.87,239.77,USD,1.379,2025-12-19 07:56:00,7011,"Hotels, Motels & Resorts",TXC-008,EMP008,Eric Tran,Operations,EMP003,4,APPROVED,,,,,,,https://receipts.brim.example/002732.pdf,,True
TXN-001979,****-****-****-4007,BEST WESTERN 71,167.96,231.62,USD,1.379,2025-12-19 08:25:00,7011,"Hotels, Motels & Resorts",TXC-007,EMP007,Carol White,Finance,EMP004,2,APPROVED,,,,,,,,TRIP-0134,True
TXN-002309,****-****-****-4007,COSTCO WHSE 44,140.77,194.12,USD,1.379,2025-12-19 08:58:00,5045,Computers & Peripherals,TXC-007,EMP007,Carol White,Finance,EMP004,2,APPROVED,,,,,,,https://receipts.brim.example/002309.pdf,,True
TXN-000800,****-****-****-4005,PILOT TRAVEL 209,64.8,89.36,USD,1.379,2025-12-19 10:04:00,5541,Service Stations,TXC-005,EMP005,Dana Park,Finance,EMP002,3,APPROVED,,,,,,,https://receipts.brim.example/000800.pdf,,True
TXN-000560,****-****-****-4002,SUBWAY 40021,28.07,38.71,USD,1.379,2025-12-19 11:29:00,5812,Eating Places & Restaurants,TXC-002,EMP002,Priya Nair,Finance,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/000560.pdf,,True
TXN-000646,****-****-****-4007,A&W STORE 551,27.51,37.94,USD,1.379,2025-12-19 11:44:00,5812,Eating Places & Restaurants,TXC-007,EMP007,Carol White,Finance,EMP004,2,APPROVED,,,,,,,https://receipts.brim.example/000646.pdf,,True
TXN-000272,****-****-****-4007,SHELL DT #4421,51.01,70.34,USD,1.379,2025-12-19 11:46:00,5541,Service Stations,TXC-007,EMP007,Carol White,Finance,EMP004,2,PENDING,,,,,,,,,False
TXN-004001,****-****-****-4007,SHELL DT #4421,29.39,40.53,USD,1.379,2025-12-19 12:02:00,5541,Service Stations,TXC-007,EMP007,Carol White,Finance,EMP004,2,APPROVED,,,,,,,https://receipts.brim.example/004001.pdf,,True
TXN-002014,****-****-****-4003,WENDYS 7781,58.63,80.85,USD,1.379,2025-12-19 12:10:00,5812,Eating Places & Restaurants,TXC-003,EMP003,Marcus Webb,Operations,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/002014.pdf,,True
TXN-002380,****-****-****-4009,PILOT TRAVEL 209,202.24,278.89,USD,1.379,2025-12-19 12:32:00,5541,Service Stations,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,APPROVED,,,,,,,https://receipts.brim.example/002380.pdf,,True
TXN-002584,****-****-****-4009,SHELL DT #4421,87.94,121.27,USD,1.379,2025-12-19 13:25:00,5172,Petroleum & Petroleum Products,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,APPROVED,,,,,,,https://receipts.brim.example/002584.pdf,,True
TXN-000643,****-****-****-4008,DAYS INN 209,155.61,214.59,USD,1.379,2025-12-19 13:29:00,7011,"Hotels, Motels & Resorts",TXC-008,EMP008,Eric Tran,Operations,EMP003,4,APPROVED,,,,,,,https://receipts.brim.example/000643.pdf,,True
TXN-000614,****-****-****-4002,MCDONALDS DT QPS,21.77,30.02,USD,1.379,2025-12-19 13:48:00,5814,Fast Food Restaurants,TXC-002,EMP002,Priya Nair,Finance,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/000614.pdf,,True
TXN-000587,****-****-****-4008,SUBWAY 40021,60.24,83.07,USD,1.379,2025-12-19 15:53:00,5812,Eating Places & Restaurants,TXC-008,EMP008,Eric Tran,Operations,EMP003,4,APPROVED,,,,,,,https://receipts.brim.example/000587.pdf,,True
TXN-002931,****-****-****-4002,STAPLES #112,78.33,108.02,USD,1.379,2025-12-19 16:51:00,5943,Stationery & Writing Supplies,TXC-002,EMP002,Priya Nair,Finance,EMP001,5,APPROVED,,,,,,,,,True
TXN-002587,****-****-****-4009,KAL TIRE 9,230.34,317.64,USD,1.379,2025-12-19 17:07:00,7531,Auto Body Repair Shops,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,APPROVED,,,,,,,https://receipts.brim.example/002587.pdf,,True
TXN-002638,****-****-****-4004,SUPER 8 MOTEL,210.14,289.78,USD,1.379,2025-12-19 18:07:00,7011,"Hotels, Motels & Resorts",TXC-004,EMP004,Alice Chen,Finance,EMP002,4,APPROVED,,,,,,,https://receipts.brim.example/002638.pdf,TRIP-0172,True
TXN-002733,****-****-****-4003,ULTRAMAR 55,30.83,42.51,USD,1.379,2025-12-19 18:36:00,5172,Petroleum & Petroleum Products,TXC-003,EMP003,Marcus Webb,Operations,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/002733.pdf,,True
TXN-004185,****-****-****-4002,ROADSIDE GRILL CO,28.42,39.19,USD,1.379,2025-12-19 19:07:00,5812,Eating Places & Restaurants,TXC-002,EMP002,Priya Nair,Finance,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/004185.pdf,,True
TXN-001866,****-****-****-4008,TIM HORTONS #882,35.41,48.83,USD,1.379,2025-12-19 21:49:00,5812,Eating Places & Restaurants,TXC-008,EMP008,Eric Tran,Operations,EMP003,4,APPROVED,,,,,,,https://receipts.brim.example/001866.pdf,,True
TXN-003942,****-****-****-4004,ROADSIDE GRILL CO,56.21,77.51,USD,1.379,2025-12-20 07:22:00,5814,Fast Food Restaurants,TXC-004,EMP004,Alice Chen,Finance,EMP002,4,APPROVED,,,,,,,https://receipts.brim.example/003942.pdf,TRIP-0266,True
TXN-000496,****-****-****-4006,ROADSIDE GRILL CO,48.94,67.49,USD,1.379,2025-12-20 07:55:00,5812,Eating Places & Restaurants,TXC-006,EMP006,Bob Kumar,Finance,EMP004,2,APPROVED,,,,,,,https://receipts.brim.example/000496.pdf,,True
TXN-000087,****-****-****-4005,ALPHA CONSULTING GROUP,1290.15,1779.12,USD,1.379,2025-12-20 12:00:00,4814,Telecom Services,TXC-005,EMP005,Dana Park,Finance,EMP002,3,APPROVED,,,,,,,https://receipts.brim.example/000087.pdf,,True
TXN-001876,****-****-****-4003,SHELL DT #4421,101.44,139.89,USD,1.379,2025-12-20 15:20:00,5172,Petroleum & Petroleum Products,TXC-003,EMP003,Marcus Webb,Operations,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/001876.pdf,,True
TXN-001040,****-****-****-4004,WENDYS 7781,57.08,78.71,USD,1.379,2025-12-20 17:08:00,5814,Fast Food Restaurants,TXC-004,EMP004,Alice Chen,Finance,EMP002,4,APPROVED,,,,,,,https://receipts.brim.example/001040.pdf,,True
TXN-004258,****-****-****-4009,GOOGLE WORKSPACE,121.67,167.78,USD,1.379,2025-12-20 17:42:00,5734,Computer Software Stores,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,APPROVED,,,,,,,https://receipts.brim.example/004258.pdf,,True
TXN-003175,****-****-****-4009,BOSTON PIZZA 12,20.33,28.04,USD,1.379,2025-12-20 20:49:00,5814,Fast Food Restaurants,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,APPROVED,,,,,,,https://receipts.brim.example/003175.pdf,,True
TXN-000863,****-****-****-4008,SHELL DT #4421,61.52,84.84,USD,1.379,2025-12-21 07:48:00,5541,Service Stations,TXC-008,EMP008,Eric Tran,Operations,EMP003,4,APPROVED,,,,,,,https://receipts.brim.example/000863.pdf,,True
TXN-001980,****-****-****-4007,ESSO RETAIL 113,91.95,126.8,USD,1.379,2025-12-21 08:21:00,5541,Service Stations,TXC-007,EMP007,Carol White,Finance,EMP004,2,APPROVED,,,,,,,https://receipts.brim.example/001980.pdf,TRIP-0134,True
TXN-000042,****-****-****-4006,STAPLES #112,140.75,194.09,USD,1.379,2025-12-21 09:00:00,5814,Fast Food Restaurants,TXC-006,EMP006,Bob Kumar,Finance,EMP004,2,APPROVED,,,,,,,https://receipts.brim.example/000042.pdf,,True
TXN-002184,****-****-****-4003,BEST WESTERN 71,191.38,263.91,USD,1.379,2025-12-21 10:31:00,7011,"Hotels, Motels & Resorts",TXC-003,EMP003,Marcus Webb,Operations,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/002184.pdf,,True
TXN-003607,****-****-****-4009,ULTRAMAR 55,70.7,97.5,USD,1.379,2025-12-21 12:34:00,5541,Service Stations,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,PENDING,,,,,,,https://receipts.brim.example/003607.pdf,,False
TXN-003633,****-****-****-4008,FLYING J #771,68.58,94.57,USD,1.379,2025-12-21 13:32:00,5541,Service Stations,TXC-008,EMP008,Eric Tran,Operations,EMP003,4,APPROVED,,,,,,,https://receipts.brim.example/003633.pdf,,True
